seg_th,part_energy(W/m2)
1486,41580.324219
1487,39328.941406
1488,36767.558594
1489,33986.253906
1490,31085.826172
1491,28163.117188
1492,25306.957031
1493,22594.337891
1494,20092.835938
1495,17845.023438
1496,15885.443359
1497,14224.072266
1498,12852.948242
1499,11746.533203
1500,10859.986328
1501,10142.176758
1502,9542.555664
1503,9026.843750
1504,8585.430664
1505,8235.303711
1506,8006.373535
1507,7926.027344

1508,7568.112793
1509,7659.904785
1510,7923.424805
1511,8320.331055
1512,8813.667969
1513,9379.386719
1514,10026.984375
1515,10794.782227
1516,11735.715820
1517,12901.939453
1518,14331.630859
1519,16038.757812
1520,18026.062500
1521,20283.048828
1522,22791.066406
1523,25518.148438
1524,28407.972656
1525,31380.060547
1526,34335.085938
1527,37156.578125
1528,39737.796875
1529,41977.476562
1530,43804.113281
1531,45170.527344
1532,46057.199219
1533,46464.000000
1534,46397.878906
1535,45867.230469
1536,44874.378906
1537,43427.964844
1538,41552.027344
1539,39294.503906
1540,36730.214844
1541,33949.812500
1542,31054.130859
1543,28139.074219
1544,25291.412109
1545,22585.412109
1546,20087.169922
1547,17839.199219
1548,15877.582031
1549,14214.520508
1550,12843.731445
1551,11739.743164
1552,10856.662109
1553,10141.828125
1554,9543.511719
1555,9026.906250
1556,8583.021484
1557,8230.208008
1558,7998.712891
1559,7917.399414

1560,7581.935059
1561,7672.464844
1562,7932.592773
1563,8325.950195
1564,8816.676758
1565,9382.809570
1566,10033.039062
1567,10804.829102
1568,11748.689453
1569,12914.358398
1570,14338.961914
1571,16036.518555
1572,18011.167969
1573,20254.724609
1574,22750.458984
1575,25467.984375
1576,28352.138672
1577,31322.968750
1578,34281.765625
1579,37113.222656
1580,39710.210938
1581,41970.257812
1582,43819.191406
1583,45205.707031
1584,46105.660156
1585,46516.578125
1586,46444.824219
1587,45901.285156
1588,44892.234375
1589,43429.683594
1590,41539.988281
1591,39273.570312
1592,36705.210938
1593,33926.011719
1594,31036.130859
1595,28129.654297
1596,25290.400391
1597,22589.363281
1598,20090.814453
1599,17838.144531
1600,15869.551758
1601,14200.340820
1602,12826.770508
1603,11723.922852
1604,10844.789062
1605,10134.672852
1606,9540.062500
1607,9024.775391
1608,8579.979492
1609,8225.255859
1610,7991.397461
1611,7909.212402

1612,7605.265625
1613,7694.051270
1614,7949.586914
1615,8337.738281
1616,8824.190430
1617,9389.086914
1618,10040.247070
1619,10813.820312
1620,11757.732422
1621,12919.440430
1622,14335.482422
1623,16020.968750
1624,17981.902344
1625,20212.048828
1626,22696.007812
1627,25403.994141
1628,28281.269531
1629,31248.808594
1630,34209.402344
1631,37050.312500
1632,39664.496094
1633,41948.085938
1634,43823.769531
1635,45235.472656
1636,46153.871094
1637,46573.585938
1638,46500.238281
1639,45946.421875
1640,44922.164062
1641,43443.242188
1642,41538.867188
1643,39262.941406
1644,36690.824219
1645,33913.890625
1646,31030.990234
1647,28133.832031
1648,25302.833984
1649,22605.666016
1650,20104.626953
1651,17844.519531
